Target, Target start, Target end, Tag, Comment, CTS URN, IIIF Canvas path, Entity URI, Creator URI
Praktios,17357,17365,,Commander: Asios,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.830@Praktios,/homer/VA/VA038VN-0540/canvas,http://pleiades.stoa.org/places/501577,https://recogito.pelagios.org/chiara-p
Hyrtakos,17481,17489,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.835@Hyrtakos,/homer/VA/VA038VN-0540/canvas,,https://recogito.pelagios.org/chiara-p
Abantes,2571,2578,Abantes,50,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.535@Abantes,/homer/VA/VA034RN-0035/canvas,http://pleiades.stoa.org/places/540583,https://recogito.pelagios.org/chiara-p
Syme,9121,9125,Syme,3,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.670@Syme,/homer/VA/VA036RN-0037/canvas,http://pleiades.stoa.org/places/599950,https://recogito.pelagios.org/chiara-p
Methone,11392,11399,Methonians,50,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.715@Methone,/homer/VA/VA037RN-0038/canvas,http://pleiades.stoa.org/places/540946,https://recogito.pelagios.org/chiara-p
Parthenios,18324,18334,Paphlagonians,Commander: Pylaimenes,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.850@Parthenios,/homer/VA/VA039RN-0040/canvas,http://pleiades.stoa.org/places/609495,https://recogito.pelagios.org/chiara-p
Euaemon,12384,12391,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.735@Euaemon,/homer/VA/VA037RN-0038/canvas,,https://recogito.pelagios.org/chiara-p
Athenians,3678,3687,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.555@Athenians,/homer/VA/VA034VN-0536/canvas,http://pleiades.stoa.org/places/579885,https://recogito.pelagios.org/chiara-p
Coronea,1018,1025,Boeotians,"Commanders: Arkesilaos, Prothoenor, Klonios",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.500@Coronea,/homer/VA/VA033VN-0535/canvas,http://pleiades.stoa.org/places/540717,https://recogito.pelagios.org/chiara-p
Nestor,5725,5731,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.600@Nestor,/homer/VA/VA035RN-0036/canvas,,https://recogito.pelagios.org/chiara-p
Pellene,4309,4316,Mycenaeans,Commander: Agamemnon,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.570@Pellene,/homer/VA/VA034VN-0536/canvas,http://pleiades.stoa.org/places/570576,https://recogito.pelagios.org/chiara-p
Samos,7196,7201,Cephallenians,Commander: Odysseus,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.630@Samos,/homer/VA/VA035VN-0537/canvas,http://pleiades.stoa.org/places/599925,https://recogito.pelagios.org/chiara-p
Gortys,7791,7797,Cretans,Commander: Idomeneus,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.645@Gortys,/homer/VA/VA035VN-0537/canvas,http://pleiades.stoa.org/places/570267,https://recogito.pelagios.org/chiara-p
Calydon,7486,7493,Aetolians,Commander: Thoas,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.640@Calydon,/homer/VA/VA035VN-0537/canvas,http://pleiades.stoa.org/places/540699,https://recogito.pelagios.org/chiara-p
Glaphyrae,11195,11204,Pheraians,Commander: Admetos,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.710@Glaphyrae,/homer/VA/VA036VN-0538/canvas,http://pleiades.stoa.org/places/540790,https://recogito.pelagios.org/chiara-p
Pyraikhmes,17985,17995,,Commander: Euphemos,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.845@Pyraikhmes,/homer/VA/VA039RN-0040/canvas,,https://recogito.pelagios.org/chiara-p
Sarpedon,19460,19468,,"Commanders: Sarpedon, Glaukos",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.870@Sarpedon,/homer/VA/VA039RN-0040/canvas,,https://recogito.pelagios.org/chiara-p
Dulichium,7043,7052,Dulichium,"Commanders: Meges, Phyleus",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.625@Dulichium,/homer/VA/VA035VN-0537/canvas,http://pleiades.stoa.org/places/530845,https://recogito.pelagios.org/chiara-p
Perea,13941,13946,Phereians,Commander: Eumelos,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.765@Perea,/homer/VA/VA034RN-0035/canvas,http://pleiades.stoa.org/places/541025,https://recogito.pelagios.org/chiara-p
Sestos,17372,17378,,Commander: Asios,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.835@Sestos,/homer/VA/VA038VN-0540/canvas,http://pleiades.stoa.org/places/501609,https://recogito.pelagios.org/chiara-p
Phthires,19081,19089,Carians,Commander: Nastes,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.865@Phthires,/homer/VA/VA039RN-0040/canvas,,https://recogito.pelagios.org/chiara-p
Ephyra,8437,8443,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.655@Ephyra,/homer/VA/VA036RN-0037/canvas,http://pleiades.stoa.org/places/573208,https://recogito.pelagios.org/chiara-p
Euryalos,4024,4032,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.565@Euryalos,/homer/VA/VA034VN-0536/canvas,,https://recogito.pelagios.org/chiara-p
Thoas,7367,7372,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.635@Thoas,/homer/VA/VA035VN-0537/canvas,,https://recogito.pelagios.org/chiara-p
Ares,2786,2790,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.540@Ares,/homer/VA/VA034RN-0035/canvas,,https://recogito.pelagios.org/chiara-p
Epistrophos,10066,10077,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.690@Epistrophos,/homer/VA/VA036VN-0538/canvas,,https://recogito.pelagios.org/chiara-p
Odysseus,7294,7302,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.635@Odysseus,/homer/VA/VA035VN-0537/canvas,,https://recogito.pelagios.org/chiara-p
Augeas,6804,6810,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.620@Augeas,/homer/VA/VA035VN-0537/canvas,,https://recogito.pelagios.org/chiara-p
two and twenty ships,12951,12971,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.745@two and twenty ships,/homer/VA/VA034RN-0035/canvas,,https://recogito.pelagios.org/chiara-p
Schoinos,740,748,Boeotians,"Commanders: Arkesilaos, Prothoenor, Klonios",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.495@Schoinos,/homer/VA/VA033VN-0535/canvas,http://pleiades.stoa.org/places/541091,https://recogito.pelagios.org/chiara-p
Hyria,704,709,Boeotians,"Commanders: Arkesilaos, Prothoenor, Klonios",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.495@Hyria,/homer/VA/VA033VN-0535/canvas,http://pleiades.stoa.org/places/540830,https://recogito.pelagios.org/chiara-p
Kephissos,1910,1919,Phocaeans,"Commanders: Schedios, Epistrophos",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.520@Kephissos,/homer/VA/VA034RN-0035/canvas,http://pleiades.stoa.org/places/540860,https://recogito.pelagios.org/chiara-p
Ares,1374,1378,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.510@Ares,/homer/VA/VA033VN-0535/canvas,,https://recogito.pelagios.org/chiara-p
thirty ships,1632,1644,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.515@thirty ships,/homer/VA/VA034RN-0035/canvas,,https://recogito.pelagios.org/chiara-p
Ajax,2213,2217,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.525@Ajax,/homer/VA/VA034RN-0035/canvas,,https://recogito.pelagios.org/chiara-p
Phyleus,6967,6974,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.625@Phyleus,/homer/VA/VA035VN-0537/canvas,,https://recogito.pelagios.org/chiara-p
nine ships,8160,8170,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.650@nine ships,/homer/VA/VA036RN-0037/canvas,,https://recogito.pelagios.org/chiara-p
Astyoche,1454,1462,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.510@Astyoche,/homer/VA/VA033VN-0535/canvas,,https://recogito.pelagios.org/chiara-p
forty ships,12923,12934,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.745@forty ships,/homer/VA/VA034RN-0035/canvas,,https://recogito.pelagios.org/chiara-p
Mekisteus,4046,4055,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.565@Mekisteus,/homer/VA/VA034VN-0536/canvas,,https://recogito.pelagios.org/chiara-p
Meleager,7593,7601,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.640@Meleager,/homer/VA/VA035VN-0537/canvas,,https://recogito.pelagios.org/chiara-p
Idomeneus,7718,7727,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.645@Idomeneus,/homer/VA/VA035VN-0537/canvas,,https://recogito.pelagios.org/chiara-p
Achilles,14162,14170,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.770@Achilles,/homer/VA/VA034RN-0035/canvas,,https://recogito.pelagios.org/chiara-p
Lyrnessos,10016,10025,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.690@Lyrnessos,/homer/VA/VA036VN-0538/canvas,http://pleiades.stoa.org/places/652355,https://recogito.pelagios.org/chiara-p
Polypoites,12530,12540,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.740@Polypoites,/homer/VA/VA037RN-0038/canvas,,https://recogito.pelagios.org/chiara-p
Khalkodon,2830,2839,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.540@Khalkodon,/homer/VA/VA034RN-0035/canvas,,https://recogito.pelagios.org/chiara-p
Glisas,1070,1076,Boeotians,"Commanders: Arkesilaos, Prothoenor, Klonios",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.500@Glisas,/homer/VA/VA033VN-0535/canvas,http://pleiades.stoa.org/places/540791,https://recogito.pelagios.org/chiara-p
Copae,970,975,Boeotians,"Commanders: Arkesilaos, Prothoenor, Klonios",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.500@Copae,/homer/VA/VA033VN-0535/canvas,http://pleiades.stoa.org/places/540878,https://recogito.pelagios.org/chiara-p
Kephissos,1954,1963,Phocaeans,"Commanders: Schedios, Epistrophos",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.520@Kephissos,/homer/VA/VA034RN-0035/canvas,http://pleiades.stoa.org/places/540860,https://recogito.pelagios.org/chiara-p
Aeneas,16471,16477,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.815@Aeneas,/homer/VA/VA038VN-0540/canvas,,https://recogito.pelagios.org/chiara-p
Nomion,19233,19239,,"Commanders: Chromis, Ennomos",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.870@Nomion,/homer/VA/VA039RN-0040/canvas,,https://recogito.pelagios.org/chiara-p
Peneleos,588,596,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.490@Peneleos,/homer/VA/VA033VN-0535/canvas,,https://recogito.pelagios.org/chiara-p
fifty ships,9728,9739,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.685@fifty ships,/homer/VA/VA036VN-0538/canvas,,https://recogito.pelagios.org/chiara-p
Oileus,2136,2142,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.525@Oileus,/homer/VA/VA034RN-0035/canvas,,https://recogito.pelagios.org/chiara-p
Elephenor,2761,2770,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.540@Elephenor,/homer/VA/VA034RN-0035/canvas,,https://recogito.pelagios.org/chiara-p
Atreus,13695,13701,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.760@Atreus,/homer/VA/VA034RN-0035/canvas,,https://recogito.pelagios.org/chiara-p
Zeus,3200,3204,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.545@Zeus,/homer/VA/VA034RN-0035/canvas,,https://recogito.pelagios.org/chiara-p
Odysseus,7088,7096,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.630@Odysseus,/homer/VA/VA035VN-0537/canvas,,https://recogito.pelagios.org/chiara-p
Idomeneus,7992,8001,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.650@Idomeneus,/homer/VA/VA036RN-0037/canvas,,https://recogito.pelagios.org/chiara-p
Gonoessa,4295,4303,Mycenaeans,Commander: Agamemnon,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.570@Gonoessa,/homer/VA/VA034VN-0536/canvas,http://pleiades.stoa.org/places/573235,https://recogito.pelagios.org/chiara-p
Lacedaemon,4695,4705,Laconians,Commander: Menelaos,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.580@Lacedaemon,/homer/VA/VA035RN-0036/canvas,http://pleiades.stoa.org/places/570406,https://recogito.pelagios.org/chiara-p
Mantinea,6032,6040,Arcadians,Commander: Agapenor,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.605@Mantinea,/homer/VA/VA035RN-0036/canvas,http://pleiades.stoa.org/places/570459,https://recogito.pelagios.org/chiara-p
Bouprasion,6375,6385,,"Commanders: Amphimakhos, Thalpios, Diores, Polyxenos",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.615@Bouprasion,/homer/VA/VA035VN-0537/canvas,http://pleiades.stoa.org/places/573157,https://recogito.pelagios.org/chiara-p
Olene,6483,6488,Elis,"Commanders: Amphimakhos, Thalpios, Diores, Polyxenos",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.615@Olene,/homer/VA/VA035VN-0537/canvas,http://pleiades.stoa.org/places/863848,https://recogito.pelagios.org/chiara-p
Tegea,6017,6022,Arcadians,Commander: Agapenor,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.605@Tegea,/homer/VA/VA035RN-0036/canvas,http://pleiades.stoa.org/places/570707,https://recogito.pelagios.org/chiara-p
Rhytium,7894,7901,Cretans,Commander: Idomeneus,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.645@Rhytium,/homer/VA/VA035VN-0537/canvas,http://pleiades.stoa.org/places/590033,https://recogito.pelagios.org/chiara-p
Thaumacia,11404,11413,Methonians,Commander: Philoktetes,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.715@Thaumacia,/homer/VA/VA037RN-0038/canvas,http://pleiades.stoa.org/places/541135,https://recogito.pelagios.org/chiara-p
Hippothoos,17681,17691,,Commander: Asios,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.840@Hippothoos,/homer/VA/VA038VN-0540/canvas,,https://recogito.pelagios.org/chiara-p
Asios,17419,17424,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.835@Asios,/homer/VA/VA038VN-0540/canvas,,https://recogito.pelagios.org/chiara-p
Phorkys,18712,18719,,"Commanders: Chromis, Ennomos",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.860@Phorkys,/homer/VA/VA039RN-0040/canvas,,https://recogito.pelagios.org/chiara-p
Alos,9585,9589,Myrmidons,Commander: Achilles,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.680@Alos,/homer/VA/VA036VN-0538/canvas,http://pleiades.stoa.org/places/573077,https://recogito.pelagios.org/chiara-p
Boebean lake,11169,11181,Pheraians,Commander: Admetos,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.710@Boebean lake,/homer/VA/VA036VN-0538/canvas,http://pleiades.stoa.org/places/540690,https://recogito.pelagios.org/chiara-p
Mysians,18522,18529,Mysians,"Commanders: Chromis, Ennomos",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.855@Mysians,/homer/VA/VA039RN-0040/canvas,http://pleiades.stoa.org/places/511328,https://recogito.pelagios.org/chiara-p
Gygaean lake,18918,18930,,"Commanders: Odios, Epistrophos",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.865@Gygaean lake,/homer/VA/VA039RN-0040/canvas,http://pleiades.stoa.org/places/550556,https://recogito.pelagios.org/chiara-p
Eilesium,865,873,Boeotians,"Commanders: Arkesilaos, Prothoenor, Klonios",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.495@Eilesium,/homer/VA/VA033VN-0535/canvas,http://pleiades.stoa.org/places/540750,https://recogito.pelagios.org/chiara-p
Peteon,920,926,Boeotians,"Commanders: Arkesilaos, Prothoenor, Klonios",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.500@Peteon,/homer/VA/VA033VN-0535/canvas,http://pleiades.stoa.org/places/541028,https://recogito.pelagios.org/chiara-p
Opous,2392,2397,Locrians,Commander: Ajax Oileus,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.530@Opous,/homer/VA/VA034RN-0035/canvas,http://pleiades.stoa.org/places/573414,https://recogito.pelagios.org/chiara-p
Eretria,2617,2624,Abantes,Commander: Elphenor,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.535@Eretria,/homer/VA/VA034RN-0035/canvas,http://pleiades.stoa.org/places/579925,https://recogito.pelagios.org/chiara-p
Araethyrea,4224,4234,Mycenaeans,Commander: Agamemnon,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.570@Araethyrea,/homer/VA/VA034VN-0536/canvas,http://pleiades.stoa.org/places/573109,https://recogito.pelagios.org/chiara-p
Augeae,4790,4796,Laconians,Commander: Menelaos,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.580@Augeae,/homer/VA/VA035RN-0036/canvas,http://pleiades.stoa.org/places/658368,https://recogito.pelagios.org/chiara-p
Elis,6393,6397,Elis,"Commanders: Amphimakhos, Thalpios, Diores, Polyxenos",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.615@Elis,/homer/VA/VA035VN-0537/canvas,http://pleiades.stoa.org/places/570221,https://recogito.pelagios.org/chiara-p
Ialysos,8277,8284,Rhodians,Commander: Tleptolemos,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.655@Ialysos,/homer/VA/VA036RN-0037/canvas,http://pleiades.stoa.org/places/589815,https://recogito.pelagios.org/chiara-p
Kameiros,8290,8298,Rhodians,Commander: Tleptolemos,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.655@Kameiros,/homer/VA/VA036RN-0037/canvas,http://pleiades.stoa.org/places/589836,https://recogito.pelagios.org/chiara-p
Cos,9355,9358,,"Commanders: Pheidippos, Antiphos",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.675@Cos,/homer/VA/VA036RN-0037/canvas,http://pleiades.stoa.org/places/599581,https://recogito.pelagios.org/chiara-p
Trojans,18703,18710,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.860@Trojans,/homer/VA/VA039RN-0040/canvas,,https://recogito.pelagios.org/chiara-p
Abydos,17380,17386,,Commander: Asios,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.835@Abydos,/homer/VA/VA038VN-0540/canvas,http://pleiades.stoa.org/places/501325,https://recogito.pelagios.org/chiara-p
Nastes,19191,19197,,"Commanders: Chromis, Ennomos",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.865@Nastes,/homer/VA/VA039RN-0040/canvas,,https://recogito.pelagios.org/chiara-p
Cephallenians,7111,7124,Cephallenians,12,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.630@Cephallenians,/homer/VA/VA035VN-0537/canvas,http://pleiades.stoa.org/places/530826,https://recogito.pelagios.org/chiara-p
Argos,9578,9583,Myrmidons,50,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.680@Argos,/homer/VA/VA036VN-0538/canvas,http://pleiades.stoa.org/places/570106,https://recogito.pelagios.org/chiara-p
Tricca,11968,11974,,30,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.725@Tricca,/homer/VA/VA037RN-0038/canvas,http://pleiades.stoa.org/places/541163,https://recogito.pelagios.org/chiara-p
Thracians,17822,17831,Thracians,"Commanders: Akamas, Peirous",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.840@Thracians,/homer/VA/VA038VN-0540/canvas,http://pleiades.stoa.org/places/501638,https://recogito.pelagios.org/chiara-p
forty ships,7075,7086,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.630@forty ships,/homer/VA/VA035VN-0537/canvas,,https://recogito.pelagios.org/chiara-p
Adrastos,4254,4262,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.570@Adrastos,/homer/VA/VA034VN-0536/canvas,,https://recogito.pelagios.org/chiara-p
eighty ships,8070,8082,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.650@eighty ships,/homer/VA/VA036RN-0037/canvas,,https://recogito.pelagios.org/chiara-p
Amarynkes,6747,6756,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.620@Amarynkes,/homer/VA/VA035VN-0537/canvas,,https://recogito.pelagios.org/chiara-p
Eurytos,6675,6682,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.620@Eurytos,/homer/VA/VA035VN-0537/canvas,,https://recogito.pelagios.org/chiara-p
Oeneus,7514,7520,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.640@Oeneus,/homer/VA/VA035VN-0537/canvas,,https://recogito.pelagios.org/chiara-p
Phylakos,10895,10903,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.705@Phylakos,/homer/VA/VA036VN-0538/canvas,,https://recogito.pelagios.org/chiara-p
Admetos,11297,11304,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.710@Admetos,/homer/VA/VA036VN-0538/canvas,,https://recogito.pelagios.org/chiara-p
Alcestis,11312,11320,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.710@Alcestis,/homer/VA/VA036VN-0538/canvas,,https://recogito.pelagios.org/chiara-p
eleven ships,11256,11268,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.710@eleven ships,/homer/VA/VA036VN-0538/canvas,,https://recogito.pelagios.org/chiara-p
Podaleirios,12150,12161,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.730@Podaleirios,/homer/VA/VA037RN-0038/canvas,,https://recogito.pelagios.org/chiara-p
Tenthredon,13369,13379,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.755@Tenthredon,/homer/VA/VA034RN-0035/canvas,,https://recogito.pelagios.org/chiara-p
Elis,6899,6903,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.625@Elis,/homer/VA/VA035VN-0537/canvas,http://pleiades.stoa.org/places/570221,https://recogito.pelagios.org/chiara-p
Skolos,750,756,Boeotians,"Commanders: Arkesilaos, Prothoenor, Klonios",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.495@Skolos,/homer/VA/VA033VN-0535/canvas,http://pleiades.stoa.org/places/541106,https://recogito.pelagios.org/chiara-p
Mykalessos,831,841,Boeotians,"Commanders: Arkesilaos, Prothoenor, Klonios",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.495@Mykalessos,/homer/VA/VA033VN-0535/canvas,http://pleiades.stoa.org/places/540953,https://recogito.pelagios.org/chiara-p
Anthedon,1210,1218,Boeotians,"Commanders: Arkesilaos, Prothoenor, Klonios",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.505@Anthedon,/homer/VA/VA033VN-0535/canvas,http://pleiades.stoa.org/places/540639,https://recogito.pelagios.org/chiara-p
Epidaurus,3837,3846,Argolis,"Commanders: Diomedes, Sthenelos, Euryalos",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.560@Epidaurus,/homer/VA/VA034VN-0536/canvas,http://pleiades.stoa.org/places/570228,https://recogito.pelagios.org/chiara-p
Sparta,4742,4748,Laconians,Commander: Menelaos,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.580@Sparta,/homer/VA/VA035RN-0036/canvas,http://pleiades.stoa.org/places/570685,https://recogito.pelagios.org/chiara-p
Olenus,7439,7445,Aetolians,Commander: Thoas,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.635@Olenus,/homer/VA/VA035VN-0537/canvas,http://pleiades.stoa.org/places/570528,https://recogito.pelagios.org/chiara-p
Akamas,16674,16680,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.820@Akamas,/homer/VA/VA038VN-0540/canvas,,https://recogito.pelagios.org/chiara-p
Euphemos,17902,17910,,"Commanders: Akamas, Peirous",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.845@Euphemos,/homer/VA/VA039RN-0040/canvas,,https://recogito.pelagios.org/chiara-p
Troizenos,17919,17928,,"Commanders: Akamas, Peirous",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.845@Troizenos,/homer/VA/VA039RN-0040/canvas,,https://recogito.pelagios.org/chiara-p
Nastes,18986,18992,,"Commanders: Chromis, Ennomos",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.865@Nastes,/homer/VA/VA039RN-0040/canvas,,https://recogito.pelagios.org/chiara-p
Pylos,5177,5182,Pylos,90,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.590@Pylos,/homer/VA/VA035RN-0036/canvas,http://pleiades.stoa.org/places/570639,https://recogito.pelagios.org/chiara-p
Peneus,13437,13443,Magnetes,Commander: Prothoos,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.755@Peneus,/homer/VA/VA034RN-0035/canvas,http://pleiades.stoa.org/places/541022,https://recogito.pelagios.org/chiara-p
Meonians,18868,18876,Meonians,"Commanders: Mesthles, Antiphos",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.860@Meonians,/homer/VA/VA039RN-0040/canvas,http://pleiades.stoa.org/places/550710,https://recogito.pelagios.org/chiara-p
Peirous,17800,17807,,Commander: Asios,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.840@Peirous,/homer/VA/VA038VN-0540/canvas,,https://recogito.pelagios.org/chiara-p
Rhodes,8195,8201,Rhodians,9,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.650@Rhodes,/homer/VA/VA036RN-0037/canvas,http://pleiades.stoa.org/places/590031,https://recogito.pelagios.org/chiara-p
Phylake,10227,10234,Phylake,Commander: Podarkes,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.695@Phylake,/homer/VA/VA036VN-0538/canvas,http://pleiades.stoa.org/places/541053,https://recogito.pelagios.org/chiara-p
Boagrios,2476,2484,Locrians,Commander: Ajax Oileus,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.530@Boagrios,/homer/VA/VA034RN-0035/canvas,,https://recogito.pelagios.org/chiara-p
Argissa,12447,12454,,40,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.735@Argissa,/homer/VA/VA037RN-0038/canvas,http://pleiades.stoa.org/places/540659,https://recogito.pelagios.org/chiara-p
Titanus,12335,12342,,Commander: Eurypylos,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.735@Titanus,/homer/VA/VA037RN-0038/canvas,http://pleiades.stoa.org/places/541150,https://recogito.pelagios.org/chiara-p
Apaesus,17004,17011,,Commander: Adrastos,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.825@Apaesus,/homer/VA/VA038VN-0540/canvas,http://pleiades.stoa.org/places/501544,https://recogito.pelagios.org/chiara-p
